Year,Municipality,PropertyClass,Rate,Province
2021.0,MACKENZIE COUNTY,Farm,0.012864,AB
2021.0,STRATHCONA COUNTY,NonResidential,0.0135843,AB
2021.0,STRATHCONA COUNTY,Residential,0.007275499999999999,AB
2021.0,STRATHCONA COUNTY,Farm,0.007275499999999999,AB
2021.0,"WOOD BUFFALO, REGIONAL MUNICIPALITY OF",NonResidential,0.0132882,AB
2021.0,"WOOD BUFFALO, REGIONAL MUNICIPALITY OF",Residential,0.0041887,AB
2021.0,"WOOD BUFFALO, REGIONAL MUNICIPALITY OF",Farm,0.0041887,AB
2021.0,"ACADIA NO. 34, M.D. OF",NonResidential,0.0294099,AB
2021.0,"ACADIA NO. 34, M.D. OF",Residential,0.0076364,AB
2021.0,"ACADIA NO. 34, M.D. OF",Farm,0.0168236,AB
2021.0,ATHABASCA COUNTY,NonResidential,0.017984,AB
2021.0,ATHABASCA COUNTY,Residential,0.006916,AB
2021.0,ATHABASCA COUNTY,Farm,0.015135000000000001,AB
2021.0,"BARRHEAD NO. 11, COUNTY OF",NonResidential,0.0211982,AB
2021.0,"BARRHEAD NO. 11, COUNTY OF",Residential,0.0086574,AB
2021.0,"BARRHEAD NO. 11, COUNTY OF",Farm,0.01937,AB
2021.0,BEAVER COUNTY,NonResidential,0.021388400000000002,AB
2021.0,BEAVER COUNTY,Residential,0.006875200000000001,AB
2021.0,BEAVER COUNTY,Farm,0.019669399999999997,AB
2021.0,BIG LAKES COUNTY,NonResidential,0.0198296,AB
2021.0,BIG LAKES COUNTY,Residential,0.007251700000000001,AB
2021.0,BIG LAKES COUNTY,Farm,0.007251700000000001,AB
2021.0,"BIGHORN NO. 8, M.D. OF",NonResidential,0.010648428,AB
2021.0,"BIGHORN NO. 8, M.D. OF",Residential,0.004278736,AB
2021.0,"BIGHORN NO. 8, M.D. OF",Farm,0.004278736,AB
2021.0,BIRCH HILLS COUNTY,NonResidential,0.0242619,AB
2021.0,BIRCH HILLS COUNTY,Residential,0.013445799999999999,AB
2021.0,BIRCH HILLS COUNTY,Farm,0.018576299999999997,AB
2021.0,"BONNYVILLE NO. 87, M.D. OF",NonResidential,0.01844087,AB
2021.0,"BONNYVILLE NO. 87, M.D. OF",Residential,0.00551857,AB
2021.0,"BONNYVILLE NO. 87, M.D. OF",Farm,0.00775227,AB
2021.0,BRAZEAU COUNTY,NonResidential,0.013056158,AB
2021.0,BRAZEAU COUNTY,Residential,0.004672,AB
2021.0,BRAZEAU COUNTY,Farm,0.004672,AB
2021.0,CAMROSE COUNTY,NonResidential,0.0181853,AB
2021.0,CAMROSE COUNTY,Residential,0.0060638,AB
2021.0,CAMROSE COUNTY,Farm,0.016417900000000003,AB
2021.0,CARDSTON COUNTY,NonResidential,0.0212504,AB
2021.0,CARDSTON COUNTY,Residential,0.0073504,AB
2021.0,CARDSTON COUNTY,Farm,0.0153404,AB
2021.0,CLEAR HILLS COUNTY,NonResidential,0.0185391,AB
2021.0,CLEAR HILLS COUNTY,Residential,0.00387061,AB
2021.0,CLEAR HILLS COUNTY,Farm,0.009538950000000001,AB
2021.0,CLEARWATER COUNTY,NonResidential,0.0118113,AB
2021.0,CLEARWATER COUNTY,Residential,0.0053714,AB
2021.0,CLEARWATER COUNTY,Farm,0.007091999999999999,AB
2021.0,CYPRESS COUNTY,NonResidential,0.010298100000000001,AB
2021.0,CYPRESS COUNTY,Residential,0.0055251,AB
2021.0,CYPRESS COUNTY,Farm,0.0069779,AB
2021.0,"FAIRVIEW NO. 136, M.D. OF",NonResidential,0.0253466,AB
2021.0,"FAIRVIEW NO. 136, M.D. OF",Residential,0.011517800000000002,AB
2021.0,"FAIRVIEW NO. 136, M.D. OF",Farm,0.020517800000000003,AB
2021.0,FLAGSTAFF COUNTY,NonResidential,0.021735900000000002,AB
2021.0,FLAGSTAFF COUNTY,Residential,0.0082287,AB
2021.0,FLAGSTAFF COUNTY,Farm,0.020726300000000003,AB
2021.0,FOOTHILLS COUNTY,NonResidential,0.012440215,AB
2021.0,FOOTHILLS COUNTY,Residential,0.006460568,AB
2021.0,FOOTHILLS COUNTY,Farm,0.012192945,AB
2021.0,"FORTY MILE NO. 8, COUNTY OF",NonResidential,0.01067518,AB
2021.0,"FORTY MILE NO. 8, COUNTY OF",Residential,0.00854328,AB
2021.0,"FORTY MILE NO. 8, COUNTY OF",Farm,0.01399328,AB
2021.0,"GRANDE PRAIRIE NO. 1, COUNTY OF",NonResidential,0.017548005999999998,AB
2021.0,"GRANDE PRAIRIE NO. 1, COUNTY OF",Residential,0.006658837000000001,AB
2021.0,"GRANDE PRAIRIE NO. 1, COUNTY OF",Farm,0.011144747,AB
2021.0,"GREENVIEW NO. 16, M.D. OF",NonResidential,0.0114398,AB
2021.0,"GREENVIEW NO. 16, M.D. OF",Residential,0.0062623,AB
2021.0,"GREENVIEW NO. 16, M.D. OF",Farm,0.0062623,AB
2021.0,KNEEHILL COUNTY,NonResidential,0.01901885,AB
2021.0,KNEEHILL COUNTY,Residential,0.0056741199999999995,AB
2021.0,KNEEHILL COUNTY,Farm,0.01204768,AB
2021.0,LAC STE. ANNE COUNTY,NonResidential,0.023232999999999997,AB
2021.0,LAC STE. ANNE COUNTY,Residential,0.007332000000000001,AB
2021.0,LAC STE. ANNE COUNTY,Farm,0.016302,AB
2021.0,LACOMBE COUNTY,NonResidential,0.0092867,AB
2021.0,LACOMBE COUNTY,Residential,0.005226700000000001,AB
2021.0,LACOMBE COUNTY,Farm,0.0080277,AB
2021.0,LAMONT COUNTY,NonResidential,0.021679399999999998,AB
2021.0,LAMONT COUNTY,Residential,0.0064381,AB
2021.0,LAMONT COUNTY,Farm,0.0174124,AB
2021.0,LEDUC COUNTY,NonResidential,0.010206300000000001,AB
2021.0,LEDUC COUNTY,Residential,0.0054904,AB
2021.0,LEDUC COUNTY,Farm,0.014715400000000002,AB
2021.0,"LESSER SLAVE RIVER NO. 124, M.D. OF",NonResidential,0.0157804,AB
2021.0,"LESSER SLAVE RIVER NO. 124, M.D. OF",Residential,0.0051167,AB
2021.0,"LESSER SLAVE RIVER NO. 124, M.D. OF",Farm,0.0113912,AB
2021.0,LETHBRIDGE COUNTY,NonResidential,0.013009200000000002,AB
2021.0,LETHBRIDGE COUNTY,Residential,0.007413300000000001,AB
2021.0,LETHBRIDGE COUNTY,Farm,0.0275507,AB
2021.0,"MINBURN NO. 27, COUNTY OF",NonResidential,0.024942500000000003,AB
2021.0,"MINBURN NO. 27, COUNTY OF",Residential,0.0072977,AB
2021.0,"MINBURN NO. 27, COUNTY OF",Farm,0.0210017,AB
2021.0,MOUNTAIN VIEW COUNTY,NonResidential,0.0142943,AB
2021.0,MOUNTAIN VIEW COUNTY,Residential,0.0054628,AB
2021.0,MOUNTAIN VIEW COUNTY,Farm,0.0108328,AB
2021.0,"NEWELL, COUNTY OF",NonResidential,0.0129226,AB
2021.0,"NEWELL, COUNTY OF",Residential,0.0068684,AB
2021.0,"NEWELL, COUNTY OF",Farm,0.0101656,AB
2021.0,"NORTHERN LIGHTS, COUNTY OF",NonResidential,0.018613900000000003,AB
2021.0,"NORTHERN LIGHTS, COUNTY OF",Residential,0.0091364,AB
2021.0,"NORTHERN LIGHTS, COUNTY OF",Farm,0.0119193,AB
2021.0,NORTHERN SUNRISE COUNTY,NonResidential,0.0170211,AB
2021.0,NORTHERN SUNRISE COUNTY,Residential,0.0077392,AB
2021.0,NORTHERN SUNRISE COUNTY,Farm,0.0103392,AB
2021.0,"OPPORTUNITY NO. 17, M.D. OF",NonResidential,0.0228422,AB
2021.0,"OPPORTUNITY NO. 17, M.D. OF",Residential,0.0061884999999999996,AB
2021.0,"OPPORTUNITY NO. 17, M.D. OF",Farm,0.0063353,AB
2021.0,"PAINTEARTH NO. 18, COUNTY OF",NonResidential,0.018332401,AB
2021.0,"PAINTEARTH NO. 18, COUNTY OF",Residential,0.007410203,AB
2021.0,"PAINTEARTH NO. 18, COUNTY OF",Farm,0.012987878000000001,AB
2021.0,PARKLAND COUNTY,NonResidential,0.0125,AB
2021.0,PARKLAND COUNTY,Residential,0.006888,AB
2021.0,PARKLAND COUNTY,Farm,0.006888,AB
2021.0,"PEACE NO. 135, M.D. OF",NonResidential,0.0186838,AB
2021.0,"PEACE NO. 135, M.D. OF",Residential,0.0078615,AB
2021.0,"PEACE NO. 135, M.D. OF",Farm,0.015004100000000001,AB
2021.0,"PINCHER CREEK NO. 9, M.D. OF",NonResidential,0.013783299999999998,AB
2021.0,"PINCHER CREEK NO. 9, M.D. OF",Residential,0.0076261,AB
2021.0,"PINCHER CREEK NO. 9, M.D. OF",Farm,0.0098739,AB
2021.0,PONOKA  COUNTY,NonResidential,0.01485,AB
2021.0,PONOKA  COUNTY,Residential,0.00433,AB
2021.0,PONOKA  COUNTY,Farm,0.008635,AB
2021.0,"PROVOST NO. 52, M.D. OF",NonResidential,0.012918099999999998,AB
2021.0,"PROVOST NO. 52, M.D. OF",Residential,0.0063589,AB
2021.0,"PROVOST NO. 52, M.D. OF",Farm,0.0095525,AB
2021.0,"RANCHLAND NO. 66, M.D. OF",NonResidential,0.0110543,AB
2021.0,"RANCHLAND NO. 66, M.D. OF",Residential,0.0074559,AB
2021.0,"RANCHLAND NO. 66, M.D. OF",Farm,0.0074559,AB
2021.0,RED DEER COUNTY,NonResidential,0.016252700000000002,AB
2021.0,RED DEER COUNTY,Residential,0.0066691,AB
2021.0,RED DEER COUNTY,Farm,0.0119335,AB
2021.0,ROCKY VIEW COUNTY,NonResidential,0.0113705,AB
2021.0,ROCKY VIEW COUNTY,Residential,0.005227900000000001,AB
2021.0,ROCKY VIEW COUNTY,Farm,0.008417000000000001,AB
2021.0,SADDLE HILLS COUNTY,NonResidential,0.01634501,AB
2021.0,SADDLE HILLS COUNTY,Residential,0.00640879,AB
2021.0,SADDLE HILLS COUNTY,Farm,0.011501289999999999,AB
2021.0,SMOKY LAKE COUNTY,NonResidential,0.0254202,AB
2021.0,SMOKY LAKE COUNTY,Residential,0.0082704,AB
2021.0,SMOKY LAKE COUNTY,Farm,0.0153704,AB
2021.0,"SMOKY RIVER NO. 130, M.D.  OF",NonResidential,0.020977800000000005,AB
2021.0,"SMOKY RIVER NO. 130, M.D.  OF",Residential,0.007905800000000001,AB
2021.0,"SMOKY RIVER NO. 130, M.D.  OF",Farm,0.0208058,AB
2021.0,"SPIRIT RIVER NO. 133, M.D. OF",NonResidential,0.01948435,AB
2021.0,"SPIRIT RIVER NO. 133, M.D. OF",Residential,0.00988195,AB
2021.0,"SPIRIT RIVER NO. 133, M.D. OF",Farm,0.01388195,AB
2021.0,"ST. PAUL NO. 19, COUNTY OF",NonResidential,0.023126,AB
2021.0,"ST. PAUL NO. 19, COUNTY OF",Residential,0.0068664,AB
2021.0,"ST. PAUL NO. 19, COUNTY OF",Farm,0.0162407,AB
2021.0,STARLAND COUNTY,NonResidential,0.023320900000000002,AB
2021.0,STARLAND COUNTY,Residential,0.0076909,AB
2021.0,STARLAND COUNTY,Farm,0.0160951,AB
2021.0,"STETTLER NO. 6, COUNTY OF",NonResidential,0.0175336,AB
2021.0,"STETTLER NO. 6, COUNTY OF",Residential,0.007257,AB
2021.0,"STETTLER NO. 6, COUNTY OF",Farm,0.016669299999999998,AB
2021.0,STURGEON COUNTY,NonResidential,0.0138702,AB
2021.0,STURGEON COUNTY,Residential,0.0061881,AB
2021.0,STURGEON COUNTY,Farm,0.012013200000000002,AB
2021.0,"TABER, M.D. OF",NonResidential,0.013708999999999999,AB
2021.0,"TABER, M.D. OF",Residential,0.006466100000000001,AB
2021.0,"TABER, M.D. OF",Farm,0.011652000000000001,AB
2021.0,THORHILD COUNTY,NonResidential,0.0283896,AB
2021.0,THORHILD COUNTY,Residential,0.007358399999999999,AB
2021.0,THORHILD COUNTY,Farm,0.0211094,AB
2021.0,"TWO HILLS NO. 21, COUNTY OF",NonResidential,0.0259886,AB
2021.0,"TWO HILLS NO. 21, COUNTY OF",Residential,0.0069474,AB
2021.0,"TWO HILLS NO. 21, COUNTY OF",Farm,0.019447399999999997,AB
2021.0,"VERMILION RIVER, COUNTY OF",NonResidential,0.0219806,AB
2021.0,"VERMILION RIVER, COUNTY OF",Residential,0.0065863,AB
2021.0,"VERMILION RIVER, COUNTY OF",Farm,0.0200427,AB
2021.0,VULCAN  COUNTY,NonResidential,0.0138193,AB
2021.0,VULCAN  COUNTY,Residential,0.0085713,AB
2021.0,VULCAN  COUNTY,Farm,0.014028299999999999,AB
2021.0,"WAINWRIGHT NO. 61, M.D. OF",NonResidential,0.022304800000000003,AB
2021.0,"WAINWRIGHT NO. 61, M.D. OF",Residential,0.0062901,AB
2021.0,"WAINWRIGHT NO. 61, M.D. OF",Farm,0.010721300000000001,AB
2021.0,"WARNER NO. 5, COUNTY OF",NonResidential,0.01770749,AB
2021.0,"WARNER NO. 5, COUNTY OF",Residential,0.007995200000000001,AB
2021.0,"WARNER NO. 5, COUNTY OF",Farm,0.014916450000000001,AB
2021.0,WESTLOCK COUNTY,NonResidential,0.0326766,AB
2021.0,WESTLOCK COUNTY,Residential,0.0078701,AB
2021.0,WESTLOCK COUNTY,Farm,0.0306773,AB
2021.0,"WETASKIWIN NO. 10, COUNTY OF",NonResidential,0.0195333,AB
2021.0,"WETASKIWIN NO. 10, COUNTY OF",Residential,0.005332,AB
2021.0,"WETASKIWIN NO. 10, COUNTY OF",Farm,0.0197723,AB
2021.0,WHEATLAND COUNTY,NonResidential,0.012563600000000001,AB
2021.0,WHEATLAND COUNTY,Residential,0.0063038,AB
2021.0,WHEATLAND COUNTY,Farm,0.0153633,AB
2021.0,"WILLOW CREEK NO. 26, M.D. OF",NonResidential,0.011939,AB
2021.0,"WILLOW CREEK NO. 26, M.D. OF",Residential,0.006483000000000001,AB
2021.0,"WILLOW CREEK NO. 26, M.D. OF",Farm,0.010191,AB
2021.0,WOODLANDS COUNTY,NonResidential,0.0162295,AB
2021.0,WOODLANDS COUNTY,Residential,0.0058512,AB
2021.0,WOODLANDS COUNTY,Farm,0.0058512,AB
2021.0,YELLOWHEAD COUNTY,NonResidential,0.0099247,AB
2021.0,YELLOWHEAD COUNTY,Residential,0.005006200000000001,AB
2021.0,YELLOWHEAD COUNTY,Farm,0.005006200000000001,AB
2021.0,ATHABASCA,NonResidential,0.02081477,AB
2021.0,ATHABASCA,Residential,0.011119320000000002,AB
2021.0,ATHABASCA,Farm,0.011119320000000002,AB
2021.0,BANFF,NonResidential,0.0179744,AB
2021.0,BANFF,Residential,0.0048296,AB
2021.0,BANFF,Farm,0.0048296,AB
2021.0,BARRHEAD,NonResidential,0.0187858,AB
2021.0,BARRHEAD,Residential,0.011757,AB
2021.0,BARRHEAD,Farm,0.011757,AB
2021.0,BASHAW,NonResidential,0.0144431,AB
2021.0,BASHAW,Residential,0.0119945,AB
2021.0,BASHAW,Farm,0.0119945,AB
2021.0,BASSANO,NonResidential,0.02117873,AB
2021.0,BASSANO,Residential,0.013550330000000001,AB
2021.0,BASSANO,Farm,0.013550330000000001,AB
2021.0,BEAVERLODGE,NonResidential,0.02157103,AB
2021.0,BEAVERLODGE,Residential,0.01186587,AB
2021.0,BEAVERLODGE,Farm,0.01186587,AB
2021.0,BENTLEY,NonResidential,0.01846427,AB
2021.0,BENTLEY,Residential,0.013063929999999998,AB
2021.0,BENTLEY,Farm,0.013063929999999998,AB
2021.0,BLACK DIAMOND,NonResidential,0.013185,AB
2021.0,BLACK DIAMOND,Residential,0.010401,AB
2021.0,BLACK DIAMOND,Farm,0.010401,AB
2021.0,BLACKFALDS,NonResidential,0.014954499999999999,AB
2021.0,BLACKFALDS,Residential,0.0112528,AB
2021.0,BLACKFALDS,Farm,0.0112528,AB
2021.0,BON ACCORD,NonResidential,0.02279147,AB
2021.0,BON ACCORD,Residential,0.01287752,AB
2021.0,BON ACCORD,Farm,0.05203654,AB
2021.0,BONNYVILLE,NonResidential,0.0147992,AB
2021.0,BONNYVILLE,Residential,0.0098778,AB
2021.0,BONNYVILLE,Farm,0.0098778,AB
2021.0,BOW ISLAND,NonResidential,0.0168449,AB
2021.0,BOW ISLAND,Residential,0.0129401,AB
2021.0,BOW ISLAND,Farm,0.0129485,AB
2021.0,BOWDEN,NonResidential,0.017286199999999998,AB
2021.0,BOWDEN,Residential,0.011261970000000001,AB
2021.0,BOWDEN,Farm,0.011261970000000001,AB
2021.0,BRUDERHEIM,NonResidential,0.014438900000000001,AB
2021.0,BRUDERHEIM,Residential,0.013142500000000001,AB
2021.0,BRUDERHEIM,Farm,0.013142500000000001,AB
2021.0,CALMAR,NonResidential,0.0155986,AB
2021.0,CALMAR,Residential,0.0128469,AB
2021.0,CALMAR,Farm,0.0128469,AB
2021.0,CANMORE,NonResidential,0.01165849,AB
2021.0,CANMORE,Residential,0.00492427,AB
2021.0,CANMORE,Farm,0.00492427,AB
2021.0,CARDSTON,NonResidential,0.016685000000000002,AB
2021.0,CARDSTON,Residential,0.0102347,AB
2021.0,CARDSTON,Farm,0.0102347,AB
2021.0,CARSTAIRS,NonResidential,0.01235766,AB
2021.0,CARSTAIRS,Residential,0.009469060000000001,AB
2021.0,CARSTAIRS,Farm,0.009469060000000001,AB
2021.0,CASTOR,NonResidential,0.0225126,AB
2021.0,CASTOR,Residential,0.014163,AB
2021.0,CASTOR,Farm,0.014163,AB
2021.0,CLARESHOLM,NonResidential,0.014613600000000001,AB
2021.0,CLARESHOLM,Residential,0.0095416,AB
2021.0,CLARESHOLM,Farm,0.0095416,AB
2021.0,COALDALE,NonResidential,0.013481899999999998,AB
2021.0,COALDALE,Residential,0.010588,AB
2021.0,COALDALE,Farm,0.010588,AB
2021.0,COALHURST,NonResidential,0.012617800000000002,AB
2021.0,COALHURST,Residential,0.0097105,AB
2021.0,COALHURST,Farm,0.0097105,AB
2021.0,COCHRANE,NonResidential,0.01048566,AB
2021.0,COCHRANE,Residential,0.00757968,AB
2021.0,COCHRANE,Farm,0.00757968,AB
2021.0,CORONATION,NonResidential,0.0249768,AB
2021.0,CORONATION,Residential,0.0170212,AB
2021.0,CORONATION,Farm,0.0170212,AB
2021.0,CROSSFIELD,NonResidential,0.0101071,AB
2021.0,CROSSFIELD,Residential,0.0089084051579,AB
2021.0,CROSSFIELD,Farm,0.0088242386035,AB
2021.0,DAYSLAND,NonResidential,0.02856507,AB
2021.0,DAYSLAND,Residential,0.014117320000000001,AB
2021.0,DAYSLAND,Farm,0.014117320000000001,AB
2021.0,DEVON,NonResidential,0.0127702,AB
2021.0,DEVON,Residential,0.0087078,AB
2021.0,DEVON,Farm,0.0087078,AB
2021.0,DIDSBURY,NonResidential,0.012588,AB
2021.0,DIDSBURY,Residential,0.011262000000000001,AB
2021.0,DIDSBURY,Farm,0.011262000000000001,AB
2021.0,DRAYTON VALLEY,NonResidential,0.0174629,AB
2021.0,DRAYTON VALLEY,Residential,0.0092011,AB
2021.0,DRAYTON VALLEY,Farm,0.0092011,AB
2021.0,DRUMHELLER,NonResidential,0.01811293,AB
2021.0,DRUMHELLER,Residential,0.011231870000000001,AB
2021.0,DRUMHELLER,Farm,0.011231870000000001,AB
2021.0,ECKVILLE,NonResidential,0.018178,AB
2021.0,ECKVILLE,Residential,0.012021,AB
2021.0,ECKVILLE,Farm,0.012021,AB
2021.0,EDSON,NonResidential,0.0189781,AB
2021.0,EDSON,Residential,0.0087804,AB
2021.0,EDSON,Farm,0.0087804,AB
2021.0,ELK POINT,NonResidential,0.027079,AB
2021.0,ELK POINT,Residential,0.011636,AB
2021.0,ELK POINT,Farm,0.011636,AB
2021.0,FAIRVIEW,NonResidential,0.0184435,AB
2021.0,FAIRVIEW,Residential,0.0123765,AB
2021.0,FAIRVIEW,Farm,0.0123765,AB
2021.0,FALHER,NonResidential,0.020999999999999998,AB
2021.0,FALHER,Residential,0.015722,AB
2021.0,FALHER,Farm,0.015722,AB
2021.0,FORT MACLEOD,NonResidential,0.015927800000000002,AB
2021.0,FORT MACLEOD,Residential,0.00880092,AB
2021.0,FORT MACLEOD,Farm,0.00880092,AB
2021.0,GIBBONS,NonResidential,0.016782039999999998,AB
2021.0,GIBBONS,Residential,0.009606301000000001,AB
2021.0,GIBBONS,Farm,0.01712257,AB
2021.0,GRIMSHAW,NonResidential,0.0163541,AB
2021.0,GRIMSHAW,Residential,0.0119378,AB
2021.0,GRIMSHAW,Farm,0.0119378,AB
2021.0,HANNA,NonResidential,0.0182124,AB
2021.0,HANNA,Residential,0.0137579,AB
2021.0,HANNA,Farm,0.0137579,AB
2021.0,HARDISTY,NonResidential,0.01664287,AB
2021.0,HARDISTY,Residential,0.010747979999999999,AB
2021.0,HARDISTY,Farm,0.010747979999999999,AB
2021.0,HIGH LEVEL,NonResidential,0.0151832,AB
2021.0,HIGH LEVEL,Residential,0.0124036,AB
2021.0,HIGH LEVEL,Farm,0.0124036,AB
2021.0,HIGH PRAIRIE,NonResidential,0.01912379,AB
2021.0,HIGH PRAIRIE,Residential,0.01261274,AB
2021.0,HIGH PRAIRIE,Farm,0.01261274,AB
2021.0,HIGH RIVER,NonResidential,0.0130874,AB
2021.0,HIGH RIVER,Residential,0.009290300000000001,AB
2021.0,HIGH RIVER,Farm,0.009290300000000001,AB
2021.0,HINTON,NonResidential,0.013086,AB
2021.0,HINTON,Residential,0.0085166,AB
2021.0,HINTON,Farm,0.0085166,AB
2021.0,INNISFAIL,NonResidential,0.0119032,AB
2021.0,INNISFAIL,Residential,0.009268,AB
2021.0,INNISFAIL,Farm,0.009268,AB
2021.0,IRRICANA,NonResidential,0.0128545,AB
2021.0,IRRICANA,Residential,0.0111545,AB
2021.0,IRRICANA,Farm,0.0111545,AB
2021.0,KILLAM,NonResidential,0.02120393,AB
2021.0,KILLAM,Residential,0.01157509,AB
2021.0,KILLAM,Farm,0.01157509,AB
2021.0,LAMONT,NonResidential,0.0175914,AB
2021.0,LAMONT,Residential,0.0134093,AB
2021.0,LAMONT,Farm,0.0134093,AB
2021.0,LEGAL,NonResidential,0.0216274,AB
2021.0,LEGAL,Residential,0.0103307,AB
2021.0,LEGAL,Farm,0.0103307,AB
2021.0,MAGRATH,NonResidential,0.0159414,AB
2021.0,MAGRATH,Residential,0.01042235,AB
2021.0,MAGRATH,Farm,0.01042235,AB
2021.0,MANNING,NonResidential,0.0201954,AB
2021.0,MANNING,Residential,0.015368,AB
2021.0,MANNING,Farm,0.015368,AB
2021.0,MAYERTHORPE,NonResidential,0.03912882,AB
2021.0,MAYERTHORPE,Residential,0.014592879999999999,AB
2021.0,MAYERTHORPE,Farm,0.014592879999999999,AB
2021.0,MCLENNAN,NonResidential,0.031149,AB
2021.0,MCLENNAN,Residential,0.0188,AB
2021.0,MCLENNAN,Farm,0.0188,AB
2021.0,MILK RIVER,NonResidential,0.025222599999999998,AB
2021.0,MILK RIVER,Residential,0.0122186,AB
2021.0,MILK RIVER,Farm,0.0122186,AB
2021.0,MILLET,NonResidential,0.018761,AB
2021.0,MILLET,Residential,0.011166,AB
2021.0,MILLET,Farm,0.011166,AB
2021.0,MORINVILLE,NonResidential,0.015672337,AB
2021.0,MORINVILLE,Residential,0.010154857,AB
2021.0,MORINVILLE,Farm,0.037220421999999996,AB
2021.0,MUNDARE,NonResidential,0.0164657,AB
2021.0,MUNDARE,Residential,0.010694500000000001,AB
2021.0,MUNDARE,Farm,0.010694500000000001,AB
2021.0,NANTON,NonResidential,0.0169287298,AB
2021.0,NANTON,Residential,0.0123787268,AB
2021.0,NANTON,Farm,0.0123787268,AB
2021.0,NOBLEFORD,NonResidential,0.00726,AB
2021.0,NOBLEFORD,Residential,0.0035600000000000002,AB
2021.0,NOBLEFORD,Farm,0.0035600000000000002,AB
